business_id,business_name,star,state,categories,review_count
FjXY2wqQM6oVgrf_69S0ZQ,Junior Colombian Burger,4.0,FL,"Spanish, Restaurants, American (Traditional), Burgers",169
IGK2oRPm2Xk7h-YLdc-ufQ,De la Vega - Oviedo,4.0,FL,"Restaurants, Bars, Salad, Nightlife, Tapas Bars, Latin American, Cocktail Bars",125
Gsq6P-i0goMtUqcDhYTeRQ,Frank's Place,3.0,FL,"Nightlife, Bars, Sports Bars, Pool Halls, Karaoke, American (Traditional), Restaurants",40
PMCEBW6qIvlyjjjP8gpDyQ,The Bavarian Haus,4.0,FL,"Restaurants, German",15
43z1_W0jtn4s9kv0E2tamg,Tango01,4.5,FL,"Sandwiches, Restaurants, Food, Argentine, Food Trucks",11
2Xbgp1j4xaB3Meqp0W7BHQ,Denny's,3.0,FL,"Breakfast & Brunch, Restaurants, American (Traditional), Diners",69
nCYIHyXI6ogssGnpAlVZkg,Golden China Rest,2.0,FL,"Restaurants, Chinese",21
iBzGe-WgOXItmouJLviPPw,Cecil's Texas Style BBQ,3.5,FL,"Restaurants, Barbeque",208
q2fO6kwLEa6PoCgy6_L1Dg,Golden Corral Buffet & Grill,3.5,FL,"American (Traditional), Breakfast & Brunch, Restaurants, Buffets",53
l755Z_t4ka74bXzLMsWkog,China Wok,4.0,FL,"Restaurants, Chinese",31
XF1zkMsWoT0iGKzME6Ekjg,Hokkaido Sushi & Teppan,4.0,FL,"Restaurants, Teppanyaki, Sushi Bars, Japanese",92
ESZDfQgc1LHPn-olKfER7g,Five Thymes Five,3.5,FL,"Seafood, American (Traditional), Burgers, American (New), Restaurants",71
cpvOu-TmOVso8YE37kPipA,Clicks Billiards,3.5,FL,"Pool Halls, Sports Bars, Bars, American (Traditional), Nightlife, Restaurants",23
9h1yTdWHJo1ZLtktF8l9xg,Anthony's Pizza Thornton Park,3.5,FL,"Italian, Pizza, Desserts, Restaurants, Food",204
ESolyqBx9snCunQGc0iCtw,Coral Reef Bar and Grill,3.5,FL,"American (Traditional), Restaurants",25
LAreLIpOJe3jkQT_8HbQ7Q,Susuru,4.5,FL,"Cocktail Bars, Tapas/Small Plates, Restaurants, Tapas Bars, Ramen, Nightlife, Japanese, Bars, Izakaya",433
o2Yo7CPrlDuNTrL7cdljgw,Sol De Borinquen,3.0,FL,"Latin American, Sandwiches, Food, Puerto Rican, Bakeries, Delis, Cafes, Restaurants, Caribbean",49
y0QaU2PHZBWbwROuVvy6Kw,Victorio's II Winter Springs,4.0,FL,"Pizza, Restaurants, Italian",51
arDM1E5WfM7L1G2k9V9uVg,Yabi Sushi,4.0,FL,"Japanese, Restaurants, Sushi Bars",119
5FnH04AusiXS1xaex9FkrQ,One Eyed Jack's,3.5,FL,"Pubs, Bars, American (Traditional), Dance Clubs, Restaurants, Nightlife",16
H1fcbC-WKsbiEo8BBVkHwA,Benihana,3.0,FL,"Sushi Bars, Nightlife, Japanese, Lounges, Bars, Restaurants",265
kSSfKS_EMbKFAwGMQXJQDg,Sanaa,4.5,FL,"Restaurants, African, Indian",753
nR7khQvE0Kirc9ViMeQgsQ,Cheddar's Scratch Kitchen,3.5,FL,"Burgers, Sandwiches, Comfort Food, American (Traditional), American (New), Restaurants, Steakhouses",342
gz6LyhMRH8N05cyWZeQZcA,Hi-5 Poke and Sushi,4.0,FL,"Ramen, Poke, Sushi Bars, Asian Fusion, Japanese, Restaurants, Food",35
gSlnQB4j0GhGZNmyLiTDtg,Filipino Food - Inay's Kitchen Restaurant,4.0,FL,"Caterers, Grocery, Food, Restaurants, International Grocery, Event Planning & Services, Filipino",89
QTKHW1N2ukluZfkgPQTqHQ,Krystal,2.5,FL,"Hair Salons, Restaurants, Fast Food, Beauty & Spas, Burgers, American (New)",13
HBDb1x2iHJYHngr7vbXwzw,La Granja,3.5,FL,"Restaurants, Seafood, American (Traditional), Peruvian, Sandwiches, Brazilian",46
TF4T7KS5aDY_2z8SojX3Sw,Sus Hi Eatstation,4.0,FL,"Restaurants, Sushi Bars, Japanese",44
sgCFws8KyCbWlb-sFfTG7A,Wah Yoan Chinese Restaurant,4.5,FL,"Chinese, Restaurants",28
b4R-tbgUU0vW74iWswwzyg,Maya Grill - Temporarily Unavailable,3.5,FL,"American (New), Latin American, Mexican, Restaurants, Tex-Mex",165
xk_ztQLUyRZyMK2b0JONhw,Tijuana Flats,4.0,FL,"Mexican, Tex-Mex, Restaurants",68
xQPvv2LgPXMNMQUrz3va3A,PokÃ© Joint,4.5,FL,"Vegetarian, Hawaiian, Restaurants, Japanese, Poke, Sushi Bars, Gluten-Free, Vegan, Food",125
HV6HhzpwKcJz41eyajV82A,Burger King,1.5,FL,"Hot Dogs, Burgers, Restaurants, Fast Food",16
xGFtDzkShCjfE2t4v7LyWw,Mykonos Authentic Greek Cuisine,4.0,FL,"Restaurants, Seafood, Greek, Mediterranean, Sandwiches",161
qgrip67HUyRKG9s1X1tmSA,Beth's Burger Bar,4.0,FL,"Local Flavor, Nightlife, Diners, Restaurants, Sports Bars, Bars, Burgers, American (Traditional)",300
wDey-3CasMf_-ngFx4XVKw,Stasio's,4.5,FL,"Restaurants, Italian, Delis",287
XTmfiEC3ZkZ8DULlXj1ZkQ,Mama Millie's,4.0,FL,"Caribbean, Restaurants",30
Sfssaylxjj6qxKwfRf3kUw,Taco Bell,2.0,FL,"Tex-Mex, Breakfast & Brunch, Restaurants, Tacos, Mexican, Fast Food",19
3ceEhCsMAeV_fXTRJy_RYg,Rio Mexican Grille,3.0,FL,"Tex-Mex, Mexican, Restaurants, Fast Food, Bars, Nightlife",91
k77eMKtKel3omO36CXPZGQ,Shining Spice,4.5,FL,"Chinese, Restaurants",31
7iSBUEn08UNcnZc0-Lxaow,China 3 Biryani House,2.5,FL,"Food, Chinese, Restaurants, Halal, Pakistani",110
6oVWweRTZDhpEmbCOUGP6Q,Taco Bell,1.5,FL,"Restaurants, Tex-Mex, Fast Food, Tacos, Breakfast & Brunch, Mexican",16
7yiTxAYqUKt2UVs4ceK57g,White Wolf Cafe,4.0,FL,"Event Planning & Services, Cafes, Sandwiches, American (New), Breakfast & Brunch, Diners, Restaurants, American (Traditional), Caterers",676
EKcWjEYKIfFpkbjtB1Wj4Q,Giordano's,3.5,FL,"Sandwiches, Restaurants, Salad, Italian, Pizza",687
7dSM1YY_L8TfHlAEdXHDwA,Hawk's Landing Steakhouse,3.5,FL,"Restaurants, Steakhouses",37
3sDDN-p_35jE6EDGaGG3Jg,Andy's Frozen Custard,4.5,FL,"Desserts, Food, Restaurants, Ice Cream & Frozen Yogurt",85
6lXKTHfzevdXChAvdDgwkQ,Pupuseria Maya,4.0,FL,"Restaurants, Latin American, Salvadoran, Food, Specialty Food",50
vXpiVeRYVDjL85XUmffXug,Sonny's BBQ,3.5,FL,"Restaurants, Event Planning & Services, Barbeque, American (New), Caterers",254
vdT7zlrLB2DL9pStDUs91A,HOT KRUST PANINI KITCHEN,4.5,FL,"Fast Food, Restaurants, Vegetarian, Salad, Sandwiches, Soup",588
P1-XkodZ2K7e8Xb2VOV5SA,Chez Maxime,3.5,FL,"Restaurants, French, Mediterranean, Sandwiches",13
UrMP_-JdpbbhR9nAcY5TXA,Mares Real Peruvian Cuisine,3.5,FL,"Seafood, Peruvian, Food, Latin American, Desserts, Restaurants",24
6ezm1y9N1w2nJ5PNm3RV5Q,Bread Box Handcrafted Sandwiches,4.0,FL,"Sandwiches, Restaurants, American (Traditional)",195
6zxThuK9WaLWnRLJIgqEIA,Chalo's Cafe,3.5,FL,"Latin American, Restaurants",23
a_zu5YtHb-q_AYFTqusAQw,Cuban American Cafe,4.5,FL,"Cuban, Restaurants",31
dpARIpirWdLue5lwApCpMA,La Finca Mexican Grill,3.0,FL,"Mexican, Beer, Wine & Spirits, Food, Restaurants",59
6wP9-40SxYZEchWiYWHa-A,Outback Steakhouse,3.5,FL,"Steakhouses, Restaurants",122
q7vqB5dHL_EOoBEosYN6Zg,Emiliano's Mexican Restaurant,3.5,FL,"Nightlife, Bars, Mexican, Restaurants",32
GxD3JuWWiqp2FgqnLs3Wyw,Wasabi Sushi Restaurant,3.5,FL,"Sushi Bars, Salad, Restaurants, Soup",41
8c1jZy-3JaUjTWBLkJ9ksw,Anthony's Coal Fired Pizza,4.0,FL,"Restaurants, Pizza",248
P2mtVYspoXWefQZoLIjRCQ,Kabayan Grill Filipino Restaurant,4.5,FL,"Filipino, Restaurants",143
lJR9qjnzFAyaAXi0JVxyEA,Wendy's,2.0,FL,"Restaurants, Fast Food, Burgers",22
6c7-aX7VUO1-royM4wfzOQ,The Glass Knife,4.5,FL,"Desserts, Coffee & Tea, Restaurants, Food, Patisserie/Cake Shop, Breakfast & Brunch, Donuts, Bakeries, Cafes",1065
UgNYk4PyAGjO2t83pfpPUw,Seasons 52,4.0,FL,"Restaurants, Bars, American (New), Wine Bars, Vegetarian, Seafood, American (Traditional), Gluten-Free, Nightlife, Breakfast & Brunch",399
KFuqBxk4-hh8CLr-z18xJg,Stefano's Trattoria,4.5,FL,"Restaurants, Pizza, Italian, Salad",369
-hCMvmsZDjGiUlgp-5OEfg,Chai Thai Cuisine,4.0,FL,"Thai, Vegetarian, Restaurants, Soup",161
CwXyjZimDVjZKwFWRbWuVQ,Cap'n Jack's Restaurant,2.0,FL,"Seafood, Restaurants",51
7nEIExGzk98xFqFNKkHmQg,Dairy Queen Grill & Chill,3.0,FL,"Fast Food, Desserts, Restaurants, Burgers, Sandwiches, Food, Salad, Ice Cream & Frozen Yogurt, American (New)",24
4a5AFp__haYwNhnh1fN6xg,Mediterranean Deli,4.5,FL,"Restaurants, Greek, Mediterranean, Delis",405
lpU477L8jQ6woEdDqzYJhA,Charlie Graingers-Apopka,4.0,FL,"Hot Dogs, Barbeque, Sandwiches, Restaurants",53
V2zsSsX4JSDMIiNXD7W8Qw,Jack & Mary's Restaurant,4.0,FL,"Diners, Restaurants, Breakfast & Brunch, American (Traditional)",120
dx28a5XWNN-Os2tEzaX2hQ,Cafe Rio,3.5,FL,"Mexican, Restaurants",44
qW9vR2ubWxIVDTWQTZGLBA,Maracaibo Mia Son y SazÃ³n,3.5,FL,"Latin American, Restaurants, Venezuelan",60
ZaGzED6S1rdb_oRIM6LZcQ,McDonald's,2.0,FL,"Food, Fast Food, Restaurants, Burgers, Coffee & Tea",31
7U0qmYhNwlQnokuZPmyMVw,Asian Star Restaurant,4.0,FL,"Thai, Chinese, Asian Fusion, Restaurants",43
5IjryghaJI79SBgr7Uz0Jw,ShishCo Mezze & Grill,4.5,FL,"Mediterranean, Greek, Restaurants, Turkish, Vegetarian, Middle Eastern",267
ggArsvhX1EnNnboifYIa5g,Outback Steakhouse,3.5,FL,"Steakhouses, Restaurants",194
yJLQyHKsiGKXorZBAB_zwg,Zaza New Cuban Diner,4.0,FL,"Restaurants, Coffee & Tea, Coffee Roasteries, Food, Breakfast & Brunch, Cuban",39
wQYHd2N15DjWVUTcjaAg4g,Richter's Burger Co.,2.0,FL,"Restaurants, Burgers, Fast Food",96
4ZhuOt8VmWs7sEoUY-JX0w,Pho 4 U,3.5,FL,"Asian Fusion, Vietnamese, Restaurants",53
v9hGUllXRKFeAek0os9FCQ,Digino's Pizza Lake Mary,3.0,FL,"Italian, Restaurants, Pizza",45
yiwEseQVKRGmAtNggf3Gjg,Brio Italian Grille,3.5,FL,"Italian, Restaurants, Cocktail Bars, Bars, Wine Bars, Nightlife, Pizza",299
0fCxfSUSGhc9Oh6BpH8tjA,Sette,4.0,FL,"Restaurants, Italian, Bars, Nightlife, Wine Bars",175
PtGx64OkD56KN5ZCM8UNyw,Miller's Ale House - Oviedo,3.0,FL,"Bars, Seafood, Restaurants, Sports Bars, Nightlife, American (New), American (Traditional)",132
p939XmvvrfYI18MHkucc1g,Shipwrecked In The Islands,3.0,FL,"Restaurants, American (New), Seafood, Caribbean, Steakhouses",90
LkyRB9vvF-ZQBVKVqonLyw,Marco's Pizza,3.5,FL,"Pizza, Restaurants, Desserts, Salad, Food",29
KUlQTHcfDS0o7zAUnUcFSQ,Capt. Cook's,3.5,FL,"American (Traditional), Restaurants",114
pSOYIQ8FF_dsOUUT83KKOA,Jersey Mike's Subs,2.0,FL,"Restaurants, Fast Food, Sandwiches, Delis",24
677I903wlG8ad_Gq0FW3og,King's Wok,4.0,FL,"Restaurants, Chinese",52
Ce0Y279F4JjWapWCcSqj1Q,Angel's Catering,4.5,FL,"Restaurants, Southern, Caterers, Soul Food, Event Planning & Services",14
hy9zqd1NtbOde6oxLIZFSQ,The Golden Pod,3.5,FL,"Coffee & Tea, Restaurants, Nightlife, Bars, Seafood, Food Court, Chocolatiers & Shops, Pizza, Desserts, Burgers, Food Delivery Services, Diners, Food, American (New), Ice Cream & Frozen Yogurt, Specialty Food",73
qh6Rtk6O5L3bW2_9n8dXJw,Electric Umbrella,2.5,FL,"Active Life, Golf, Restaurants, American (New), Fast Food",83
6rtv4DSaphw5nChKYsFVDA,Cheng's Asian Bistro,3.5,FL,"Restaurants, Asian Fusion, Sushi Bars, Chinese",77
JATVzVVSdNhQiO98mVYPQQ,Rice and Beans Cocina Latina-Winter Park,4.0,FL,"Salad, Seafood, Bars, Dominican, Restaurants, Caribbean, Sandwiches, Cuban, Latin American, Nightlife, Cafes",110
77tnt4UlnRZOXPnmXYp36Q,Ragazzi's Pizza & Restaurant,3.5,FL,"Beer, Wine & Spirits, Restaurants, Chicken Wings, Food, Pizza, Italian",121
dotTkpwcbWEiEBkeMJ_Ybg,Cancun Grill,3.0,FL,"Restaurants, Mexican",13
_atUQFqjOy1z7eia-tFetg,Aji Sushi Teppan,3.0,FL,"Sushi Bars, Restaurants",178
vHqE9F6wQp1jJM4Inm0Y6A,Fama's Italian Restaurant and Pizzareia,4.5,FL,"Restaurants, Italian, Sandwiches, Pizza",66
21ip8JNzSAE8X8OvfGMBjA,Popeyes Louisiana Kitchen,2.0,FL,"Food, Desserts, Wraps, Chicken Wings, Fast Food, Restaurants, Chicken Shop",31
Y0fgbHCsGeKiVi9grQR6cA,TR Fire Grill,4.0,FL,"Bars, Gastropubs, Restaurants, Steakhouses, American (Traditional), Nightlife, American (New)",59
kMTNMHLp9p3yOVTdxkULgA,Tijuana Flats,3.5,FL,"Restaurants, Mexican, Tex-Mex",92
4qI4jBGEEoEa9IrKExAwQA,Firehouse Subs,4.5,FL,"Delis, Fast Food, Restaurants, Sandwiches",14
neAn2EyFlfJosZgUocaAIg,Napoli's Pizza & Italian Restaurant,4.0,FL,"Italian, Restaurants, Pizza",35
HTuxOQubxqBdhNPqovVUkQ,Tilted Kilt Pub & Eatery,3.0,FL,"American (Traditional), Restaurants, Nightlife, Sports Bars, Bars, Chicken Wings, Pubs",111
zBldQdGq0UU8iTh8gaQkfw,Latin Quarter,3.0,FL,"Latin American, Restaurants",41
oKmQyx6aMyroiDkEpUD_ig,Primo Hoagies,3.5,FL,"Restaurants, Italian, Sandwiches",13
TCOmAni0bDvvdVVOKirkyQ,Teak Neighborhood Grill,3.5,FL,"Nightlife, Beer Bar, Bars, Restaurants, Gastropubs, American (Traditional)",314
D6U1_06gxciRs1NoYjwhKQ,ESPN Club - Temporarily Unavailable,2.5,FL,"Hotels, American (New), Event Planning & Services, Hotels & Travel, American (Traditional), Sandwiches, Restaurants",303
jXj84lIkg-g4jxuE9KFyJQ,18 Monroe Street Market,4.0,FL,"Pizza, Breakfast & Brunch, American (Traditional), Restaurants",21
-hpzilR-VBwK9F3CZmfvMw,Subway,3.0,FL,"Sandwiches, Restaurants, Fast Food",14
rpEmkAGiyORs0iDxzwpEUQ,Noodles & Company,3.5,FL,"Restaurants, Vegan, Italian, Comfort Food, Pasta Shops, Japanese, Specialty Food, Asian Fusion, Salad, Food, Noodles",119
vLc_4JnsczapdCAXyKnuIQ,Cucinella's Brick Oven Pizzeria,4.0,FL,"Italian, Pizza, Restaurants",45
ZayEvAYWzAk55QsSzJZM7Q,Beef 'O' Brady's,3.5,FL,"Pizza, Sports Bars, Bars, Nightlife, American (Traditional), American (New), Pubs, Restaurants",79
Q_BSMK_gLDDR6AjgkKrrWQ,Gordons Be Back Fish House,4.5,FL,"Southern, Restaurants, Soul Food, Seafood",21
Dn2SgpjltoPSOKeVKI96vA,Amura Downtown,3.5,FL,"Ramen, Japanese, Restaurants, Sushi Bars",106
1CsfuJ9KHl7jMQathiaj8w,Taco Bell,2.0,FL,"Tacos, Fast Food, Tex-Mex, Restaurants, Breakfast & Brunch, Mexican, Food",14
J6yW_6qMU_UZMJtq6AbNIw,Marlow's Tavern,4.0,FL,"Burgers, American (New), Bars, Restaurants, Nightlife, Gastropubs, American (Traditional)",416
kZeCipup6YYWoA-3mZ7Zyg,Gargi's Lakeside,3.0,FL,"Italian, Restaurants",139
Q-NVPOU-PzzmVGy3XGcmTQ,Pizza Hut,2.0,FL,"Restaurants, Pizza, Chicken Wings, Italian",11
14RAYQbPEpulJATtlrxcVA,La Casita Pupusas & Latin Food,4.5,FL,"Restaurants, Latin American, Food, Desserts, Salvadoran, Specialty Food",41
T7IC6PI0DfDvBRzjL9h9hg,Joanie's Diner,3.0,FL,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",29
mOwgfYCPX2mkdNtN7CkHGA,Graffiti Junktion - Lake Mary,3.0,FL,"Restaurants, Burgers, Bars, Nightlife, American (Traditional), Sports Bars",104
wfRxQhibxAUU6RYUyRPoUA,DUO58 Community Coffee Bar & Cafe,4.5,FL,"Food, Breakfast & Brunch, Coffee & Tea, Cafes, Internet Cafes, Community Service/Non-Profit, Local Services, Restaurants",111
cieQvTPUvmvx_r_ht7JBLQ,Dajen Eats,4.5,FL,"Vegan, Restaurants, Ice Cream & Frozen Yogurt, Food, Caribbean",163
UhryY-Wwg4k72HMgvC3Nvw,Sonic Drive-In,2.0,FL,"Ice Cream & Frozen Yogurt, Food, Fast Food, Burgers, Restaurants",34
Mx-29YHRLJXSvctBIDWvIQ,Wonderland's Food,4.5,FL,"Venezuelan, Latin American, Restaurants, Colombian, Breakfast & Brunch, Burgers",81
jW0MmAJeLw4UO73HtmzwbQ,Dandelion Community CafÃ©,4.5,FL,"Food, Gluten-Free, Restaurants, Sandwiches, Vegan, Vegetarian, Tea Rooms",808
XVoFnC4niBSlqvoqlA1w_Q,Asian Express,4.5,FL,"Restaurants, Japanese, Chinese, Teppanyaki, Food, Fast Food, Sushi Bars, Asian Fusion, Food Trucks",32
1JF_-oGX_Yf7e9eak2wpLg,Le House Vietnamese Restaurant,5.0,FL,"Food, Nightlife, Restaurants, Vietnamese, Wine Bars, Bars, Coffee & Tea",46
tktCQzE8lqofIW_eziTqkA,Yaya's Cuban CafÃ© and Bakery's,4.0,FL,"Restaurants, Spanish, Cuban",32
759oe1MwcTJsfJCvwInRDw,Kirin Buffet,3.5,FL,"Restaurants, Buffets",43
UWqZuO_jgXUc2eMp6lgn6w,PB&G,4.5,FL,"Restaurants, Barbeque, Bars, American (New), Nightlife",16
hURGK8ntkjnUmuEfF3vCug,Cafe Rix - Temporarily Unavailable,2.5,FL,"Restaurants, Food, American (Traditional), Desserts",28
p-yB9TSueMTD7QoGdGO5nQ,Hot Dog Hall of Fame,3.5,FL,"Restaurants, Hot Dogs, American (New), Food Stands, American (Traditional)",91
IJF6iu7Te-3LWoTKe8lWQw,Mr. Kamal's,4.0,FL,"Indian, Restaurants",20
ySEYdobOlBFIpTI1IkXlTA,Junior's Pizza & More,3.5,FL,"Pizza, Italian, American (Traditional), Restaurants",60
wl0n7Ll4Va3AB5k5CxuVWQ,Bonefish Grill,4.0,FL,"Seafood, Bars, Restaurants, American (New), Cocktail Bars, Nightlife",418
DmApiuF5jAKlxxbsitFVyA,Shaan Indian Restaurant,4.0,FL,"Indian, Restaurants",108
4OuuMRu5-NNZoEEBcE7EtQ,Gram's Kitchen,3.0,FL,"Breakfast & Brunch, Restaurants",51
LmBJjXTDRwwR7By7wUUhpg,Popeyes Louisiana Kitchen,1.5,FL,"American (Traditional), Restaurants, Chicken Wings, Fast Food",31
uBudIvJqo9EPXnUnsj9wiQ,California Tortilla - Orlando,2.5,FL,"Tex-Mex, Mexican, Restaurants",37
-XXdXbhjr0hSkloidEJGOg,International Food Club,4.0,FL,"Coffee & Tea, Food, Ethnic Food, Bakeries, International Grocery, Grocery, Mediterranean, Cafes, Delis, Specialty Food, Restaurants",63
fYDBb0HQYwhA2R02KYriOw,The Wandering Wonton,4.5,FL,"Farmers Market, Vegan, Food Trucks, Asian Fusion, Specialty Food, Ethnic Food, Event Planning & Services, Restaurants, Caterers, Food, Street Vendors, Breweries, Food Stands",17
UopB1O29dx6uJa8CYOLKsQ,NY Best Pizza,4.5,FL,"Food, Salad, Food Delivery Services, Restaurants, Pizza",26
SFMbdRRBnWg4aEAlY_cOmA,Del Taco,3.5,FL,"Mexican, Fast Food, Food, Restaurants",185
PKm6TcuPu3kW30hAnwR_gQ,No 1 Wok,3.5,FL,"Restaurants, Chinese",43
JrctlB3EDhkptYpdBPejNQ,China 1,2.5,FL,"Restaurants, Chinese",20
zKQfZxDs6AawQG4exmfTIw,Mikey's Pizza-Ria,3.5,FL,"Pizza, Restaurants",14
22sS24yEa52hKsBI0kLd4w,Florida Hospital Welch Cafeteria,3.5,FL,"Cafeteria, Vegetarian, Restaurants",17
wm43OXwcxxvuJ0VDhhUoQQ,F&D Woodfired Italian Kitchen,4.5,FL,"Italian, Pizza, Restaurants",57
y2rfO9kc6CNYidJRtMZYag,Morimoto Asia,3.5,FL,"Japanese, Asian Fusion, Sushi Bars, Restaurants",2243
AJwKPvfcWgxnmn7RcuLKdA,Steak ân Shake,2.0,FL,"Burgers, American (Traditional), Restaurants, Steakhouses, Diners, American (New), Breakfast & Brunch, Fast Food",118
NFQAhWxznvVD75Rxf2m7QQ,Dan's Sandwich Shoppe & Midnite Pizza,3.5,FL,"Italian, Pizza, Sandwiches, Nightlife, Restaurants",11
4J1IOJ_1nAiCgx8Lprky4A,Lechonera el Jibarito,3.5,FL,"Puerto Rican, Restaurants, Caribbean",23
p1TblgGIm90ctJv10Q0y1g,Max & Meme Cafe,3.5,FL,"American (New), American (Traditional), Breakfast & Brunch, Restaurants",102
9GfbrCh1t4Jt6XuQIYRl8A,Mr. Snapper Fish & Chicken,3.0,FL,"Restaurants, Seafood, Fast Food",19
-9ibe_BsPuAt1dxhkozWQg,Wawa,3.0,FL,"Coffee & Tea, Food, Restaurants, Gas Stations, Sandwiches, Convenience Stores, Automotive",13
b5VsrFJKTOARjE3JTVqWnA,McDonald's,2.0,FL,"Fast Food, Food, Coffee & Tea, Burgers, Restaurants",19
RbplekvFTem-o0E6SFlwag,Daybreak Diner,3.5,FL,"American (Traditional), Restaurants, Diners, Breakfast & Brunch",177
UCURfVPfqowSSq5osS9rmQ,Brio Tuscan Grille,3.0,FL,"Italian, Seafood, Cocktail Bars, Nightlife, Restaurants, Bars, Pizza",310
VnBvxTkNTYP4u7iMqxwxug,Chickpeas Fresh Mediterranean Kitchen,5.0,FL,"Middle Eastern, Vegetarian, Lebanese, Mediterranean, Sandwiches, Restaurants",68
4q_NBdnjptPxoXwmDS4Y0A,Carrabba's Italian Grill,3.5,FL,"Italian, Restaurants, Seafood",157
CW6QA26FNfHeqhADQFreng,Another Broken Egg Cafe,4.0,FL,"Breakfast & Brunch, Event Planning & Services, American (Traditional), Restaurants, Cafes",521
IaGsMyZyyU-gtDnqg1NS4Q,Cala Bella Shingle Creek,4.0,FL,"Restaurants, Italian",58
i2d4jzIMIE6oQQr1VPKB4w,Wazzabi,3.5,FL,"Restaurants, Japanese, Sushi Bars",66
eVkiXDwufVwIXjPCXRzxMA,Shake Shack,4.0,FL,"Fast Food, Restaurants, Burgers, American (Traditional)",75
uIbZjRRqR1OR-t2NBCa1Wg,Pizza Hut,2.0,FL,"Pizza, Restaurants, Chicken Wings, Italian",47
KBUMjxJMdvE2b3rrTgSHJQ,Popeyes Louisiana Kitchen,1.5,FL,"American (Traditional), Restaurants, Seafood, Chicken Wings, Fast Food",25
mm4ocTEkno5TI-iG5ubNMQ,Chin Hua,4.0,FL,"Chinese, Restaurants, Food",36
6e75HpA3O9CA9dfd5rmmtg,Bagel King,4.0,FL,"Breakfast & Brunch, Restaurants, Delis, Food, Bagels",242
mqnV-oPj24_3ijMdWeB38g,Territory Lounge,4.0,FL,"Nightlife, Lounges, Restaurants, Bars",35
jNpwBcCQ9bwqj5F4Ak96Jg,Plancha at Four Seasons Resort Orlando,4.5,FL,"Cuban, Hotels & Travel, Beer, Wine & Spirits, Restaurants, Food, Resorts",29
TEPbuTr5n6Nn7LTM-gwseg,Made In Puerto Rico,2.5,FL,"Caribbean, Restaurants, French, Puerto Rican, Comfort Food",55
_FdN65d0QfofmkXkqViaRw,Asian Cuisine Buffet,2.5,FL,"Asian Fusion, Chinese, Restaurants",36
77wZSkYMqoJJlg4cXvmwkg,New Peking Buffet,3.0,FL,"Restaurants, Food, Chinese",57
h63QkANXxPrJxlg369PtBg,Gitto's Pizza,3.5,FL,"Pizza, Italian, Restaurants",183
mEP_59PHVvGz1wvjx-XF4g,Sushi Lola's,4.0,FL,"Sushi Bars, Japanese, Restaurants",319
r2bs5ChegfyB4gk9FItO3Q,The Tap Room at Dubsdread,4.0,FL,"Event Planning & Services, Seafood, Venues & Event Spaces, American (Traditional), Restaurants",236
lTEngc4f0oIYMw2fRwSJBw,Quickly Boba Tea,4.5,FL,"Restaurants, Asian Fusion, Desserts, Cafes, Food, Poke, Bubble Tea",281
0iy7zKrF-KjV59ikcsFLhA,Ray's Deli & More,4.5,FL,"Restaurants, Food, Delis, Beer, Wine & Spirits, Convenience Stores",21
n5Bw5j70n2V2HzNWzkxHaQ,Domino's Pizza,3.0,FL,"Restaurants, Pizza, Sandwiches, Chicken Wings",14
u8323fYN3b4ZJXOILZx54Q,Cavallari Gourmet,4.5,FL,"Arts & Entertainment, Meat Shops, Sandwiches, Bakeries, Wineries, Restaurants, Food, Specialty Food, Delis",108
KL9PdSK6lofbQON7Z-C-yA,Tokyo Sushi,3.5,FL,"Japanese, Restaurants, Seafood, Sushi Bars",129
gMBkuyNaAx-As0XkgmlbtA,Tainos Bakery,3.5,FL,"Bakeries, Restaurants, Breakfast & Brunch, Burgers, Desserts, Spanish, Food",30
iEU1k5ENAETsEdKPvth8NA,Petey's Pizza,3.5,FL,"Sandwiches, Italian, Restaurants, Salad, Pizza",71
no56LOIz3HYD9VudLtXfLg,Shogun Japanese Steakhouse & Sushi Bar,3.0,FL,"Restaurants, Japanese",32
O5KhIMCgDS2HBzRAkcu9kQ,Wawa,4.0,FL,"Food, Coffee & Tea, Sandwiches, Convenience Stores, Restaurants, Gas Stations, Automotive",34
qUt7ABjP2lPZpuGs1feBsA,Panda Express,2.5,FL,"Restaurants, Chinese, Fast Food",18
ouJWiyK5PDhduDgZmm27tg,Side Bar,4.5,FL,"Restaurants, Bars, DJs, Pizza, Nightlife, Dance Clubs, Event Planning & Services, Sports Bars",23
ud1Z48wn66-W2WQjDNozng,Yummy House,4.0,FL,"Restaurants, Chinese",288
N6cHZLyiN82ZYlt7gm77Cg,Hatfield's Bar & Grill,3.5,FL,"Nightlife, Restaurants, American (Traditional), Food, Bars",43
eSm2lKLjwHldlYohC2B_qg,Buffalo Wild Wings,2.5,FL,"Nightlife, American (Traditional), Bars, Chicken Wings, Restaurants, Sports Bars",90
C1IIXDXb_2q6VyN6eGjI8Q,First Watch,4.0,FL,"Breakfast & Brunch, Cafes, American (Traditional), Restaurants",254
K7GnPoRp8iLbikUYgfg4bQ,The Licking,3.0,FL,"Southern, Restaurants, Soul Food",56
EbN5IJDzaqhM6TLqYcAFTw,McDonald's,2.0,FL,"Food, Restaurants, Fast Food, Coffee & Tea, Burgers",77
